2025-04-19 19:54:01,808 - INFO - Đang sử dụng thiết bị: cuda
2025-04-19 19:54:07,556 - INFO - Đang xử lý thư mục chính: Keyframes_L05
2025-04-19 19:54:07,582 - INFO - Thư mục L20_V004 đã xử lý, bỏ qua.
2025-04-19 19:54:07,582 - INFO - Thư mục L20_V014 đã xử lý, bỏ qua.
2025-04-19 19:54:07,582 - INFO - Thư mục L20_V024 đã xử lý, bỏ qua.
2025-04-19 19:54:07,582 - INFO - Thư mục L20_V008 đã xử lý, bỏ qua.
2025-04-19 19:54:07,582 - INFO - Đang xử lý thư mục chính: Keyframes_L21
2025-04-19 19:54:07,582 - INFO - Thư mục L21_V028 đã xử lý, bỏ qua.
2025-04-19 19:54:07,582 - INFO - Thư mục L21_V023 đã xử lý, bỏ qua.
2025-04-19 19:54:07,582 - INFO - Thư mục L21_V018 đã xử lý, bỏ qua.
2025-04-19 19:54:07,583 - INFO - Thư mục L21_V024 đã xử lý, bỏ qua.
2025-04-19 19:54:07,583 - INFO - Thư mục L21_V008 đã xử lý, bỏ qua.
2025-04-19 19:54:07,583 - INFO - Thư mục L21_V005 đã xử lý, bỏ qua.
2025-04-19 19:54:07,583 - INFO - Thư mục L21_V009 đã xử lý, bỏ qua.
2025-04-19 19:54:07,583 - INFO - Thư mục L21_V026 đã xử lý, bỏ qua.
2025-04-19 19:54:07,583 - INFO - Thư mục L21_V011 đã xử lý, bỏ qua.
2025-04-19 19:54:07,583 - INFO - Thư mục L21_V030 đã xử lý, bỏ qua.
2025-04-19 19:54:07,583 - INFO - Thư mục L21_V021 đã xử lý, bỏ qua.
2025-04-19 19:54:07,583 - INFO - Thư mục L21_V027 đã xử lý, bỏ qua.
2025-04-19 19:54:07,583 - INFO - Thư mục L21_V014 đã xử lý, bỏ qua.
2025-04-19 19:54:07,583 - INFO - Thư mục L21_V016 đã xử lý, bỏ qua.
2025-04-19 19:54:07,583 - INFO - Thư mục L21_V006 đã xử lý, bỏ qua.
2025-04-19 19:54:07,583 - INFO - Thư mục L21_V003 đã xử lý, bỏ qua.
2025-04-19 19:54:07,584 - INFO - Thư mục L21_V013 đã xử lý, bỏ qua.
2025-04-19 19:54:07,584 - INFO - Thư mục L21_V019 đã xử lý, bỏ qua.
2025-04-19 19:54:07,584 - INFO - Thư mục L21_V029 đã xử lý, bỏ qua.
2025-04-19 19:54:07,584 - INFO - Thư mục L21_V010 đã xử lý, bỏ qua.
2025-04-19 19:54:07,584 - INFO - Thư mục L21_V022 đã xử lý, bỏ qua.
2025-04-19 19:54:07,584 - INFO - Thư mục L21_V012 đã xử lý, bỏ qua.
2025-04-19 19:54:07,584 - INFO - Thư mục L21_V002 đã xử lý, bỏ qua.
2025-04-19 19:54:07,584 - INFO - Thư mục L21_V025 đã xử lý, bỏ qua.
2025-04-19 19:54:07,584 - INFO - Thư mục L21_V031 đã xử lý, bỏ qua.
2025-04-19 19:54:07,584 - INFO - Thư mục L21_V017 đã xử lý, bỏ qua.
2025-04-19 19:54:07,584 - INFO - Thư mục L21_V007 đã xử lý, bỏ qua.
2025-04-19 19:54:07,584 - INFO - Thư mục L21_V015 đã xử lý, bỏ qua.
2025-04-19 19:54:07,584 - INFO - Thư mục L21_V001 đã xử lý, bỏ qua.
2025-04-19 19:54:07,585 - INFO - Đang xử lý thư mục chính: Keyframes_L04
2025-04-19 19:54:07,585 - INFO - Thư mục L04_V028 đã xử lý, bỏ qua.
2025-04-19 19:54:07,585 - INFO - Thư mục L04_V010 đã xử lý, bỏ qua.
2025-04-19 19:54:07,585 - INFO - Thư mục L04_V001 đã xử lý, bỏ qua.
2025-04-19 19:54:07,585 - INFO - Thư mục L04_V003 đã xử lý, bỏ qua.
2025-04-19 19:54:07,585 - INFO - Thư mục L04_V013 đã xử lý, bỏ qua.
2025-04-19 19:54:07,585 - INFO - Thư mục L04_V022 đã xử lý, bỏ qua.
2025-04-19 19:54:07,585 - INFO - Thư mục L04_V026 đã xử lý, bỏ qua.
2025-04-19 19:54:07,585 - INFO - Thư mục L04_V012 đã xử lý, bỏ qua.
2025-04-19 19:54:07,585 - INFO - Thư mục L04_V020 đã xử lý, bỏ qua.
2025-04-19 19:54:07,585 - INFO - Thư mục L04_V006 đã xử lý, bỏ qua.
2025-04-19 19:54:07,586 - INFO - Thư mục L04_V016 đã xử lý, bỏ qua.
2025-04-19 19:54:07,586 - INFO - Thư mục L04_V009 đã xử lý, bỏ qua.
2025-04-19 19:54:07,586 - INFO - Thư mục L04_V024 đã xử lý, bỏ qua.
2025-04-19 19:54:07,586 - INFO - Thư mục L04_V025 đã xử lý, bỏ qua.
2025-04-19 19:54:07,586 - INFO - Thư mục L04_V014 đã xử lý, bỏ qua.
2025-04-19 19:54:07,586 - INFO - Thư mục L04_V027 đã xử lý, bỏ qua.
2025-04-19 19:54:07,586 - INFO - Thư mục L04_V030 đã xử lý, bỏ qua.
2025-04-19 19:54:07,586 - INFO - Thư mục L04_V019 đã xử lý, bỏ qua.
2025-04-19 19:54:07,586 - INFO - Thư mục L04_V004 đã xử lý, bỏ qua.
2025-04-19 19:54:07,586 - INFO - Thư mục L04_V007 đã xử lý, bỏ qua.
2025-04-19 19:54:07,586 - INFO - Thư mục L04_V008 đã xử lý, bỏ qua.
2025-04-19 19:54:07,586 - INFO - Thư mục L04_V018 đã xử lý, bỏ qua.
2025-04-19 19:54:07,586 - INFO - Thư mục L04_V015 đã xử lý, bỏ qua.
2025-04-19 19:54:07,586 - INFO - Thư mục L04_V029 đã xử lý, bỏ qua.
2025-04-19 19:54:07,587 - INFO - Thư mục L04_V002 đã xử lý, bỏ qua.
2025-04-19 19:54:07,587 - INFO - Thư mục L04_V017 đã xử lý, bỏ qua.
2025-04-19 19:54:07,587 - INFO - Thư mục L04_V023 đã xử lý, bỏ qua.
2025-04-19 19:54:07,587 - INFO - Thư mục L04_V005 đã xử lý, bỏ qua.
2025-04-19 19:54:07,587 - INFO - Thư mục L04_V011 đã xử lý, bỏ qua.
2025-04-19 19:54:07,587 - INFO - Thư mục L04_V021 đã xử lý, bỏ qua.
2025-04-19 19:54:07,587 - INFO - Đang xử lý thư mục chính: Keyframes_L24
2025-04-19 19:54:07,587 - INFO - Thư mục L24_V024 đã xử lý, bỏ qua.
2025-04-19 19:54:07,587 - INFO - Thư mục L24_V041 đã xử lý, bỏ qua.
2025-04-19 19:54:07,588 - INFO - Thư mục L24_V010 đã xử lý, bỏ qua.
2025-04-19 19:54:07,588 - INFO - Thư mục L24_V007 đã xử lý, bỏ qua.
2025-04-19 19:54:07,588 - INFO - Thư mục L24_V036 đã xử lý, bỏ qua.
2025-04-19 19:54:07,588 - INFO - Thư mục L24_V033 đã xử lý, bỏ qua.
2025-04-19 19:54:07,588 - INFO - Thư mục L24_V015 đã xử lý, bỏ qua.
2025-04-19 19:54:07,588 - INFO - Thư mục L24_V004 đã xử lý, bỏ qua.
2025-04-19 19:54:07,588 - INFO - Thư mục L24_V029 đã xử lý, bỏ qua.
2025-04-19 19:54:07,588 - INFO - Thư mục L24_V025 đã xử lý, bỏ qua.
2025-04-19 19:54:07,588 - INFO - Thư mục L24_V016 đã xử lý, bỏ qua.
2025-04-19 19:54:07,588 - INFO - Thư mục L24_V021 đã xử lý, bỏ qua.
2025-04-19 19:54:07,588 - INFO - Thư mục L24_V012 đã xử lý, bỏ qua.
2025-04-19 19:54:07,588 - INFO - Thư mục L24_V044 đã xử lý, bỏ qua.
2025-04-19 19:54:07,588 - INFO - Thư mục L24_V020 đã xử lý, bỏ qua.
2025-04-19 19:54:07,589 - INFO - Thư mục L24_V045 đã xử lý, bỏ qua.
2025-04-19 19:54:07,589 - INFO - Thư mục L24_V039 đã xử lý, bỏ qua.
2025-04-19 19:54:07,589 - INFO - Thư mục L24_V031 đã xử lý, bỏ qua.
2025-04-19 19:54:07,589 - INFO - Thư mục L24_V026 đã xử lý, bỏ qua.
2025-04-19 19:54:07,589 - INFO - Thư mục L24_V040 đã xử lý, bỏ qua.
2025-04-19 19:54:07,589 - INFO - Thư mục L24_V014 đã xử lý, bỏ qua.
2025-04-19 19:54:07,589 - INFO - Thư mục L24_V017 đã xử lý, bỏ qua.
2025-04-19 19:54:07,589 - INFO - Thư mục L24_V005 đã xử lý, bỏ qua.
2025-04-19 19:54:07,589 - INFO - Thư mục L24_V043 đã xử lý, bỏ qua.
2025-04-19 19:54:07,589 - INFO - Thư mục L24_V023 đã xử lý, bỏ qua.
2025-04-19 19:54:07,589 - INFO - Thư mục L24_V006 đã xử lý, bỏ qua.
2025-04-19 19:54:07,589 - INFO - Thư mục L24_V002 đã xử lý, bỏ qua.
2025-04-19 19:54:07,589 - INFO - Thư mục L24_V003 đã xử lý, bỏ qua.
2025-04-19 19:54:07,589 - INFO - Thư mục L24_V009 đã xử lý, bỏ qua.
2025-04-19 19:54:07,589 - INFO - Thư mục L24_V019 đã xử lý, bỏ qua.
2025-04-19 19:54:07,590 - INFO - Thư mục L24_V022 đã xử lý, bỏ qua.
2025-04-19 19:54:07,590 - INFO - Thư mục L24_V008 đã xử lý, bỏ qua.
2025-04-19 19:54:07,590 - INFO - Thư mục L24_V038 đã xử lý, bỏ qua.
2025-04-19 19:54:07,590 - INFO - Thư mục L24_V042 đã xử lý, bỏ qua.
2025-04-19 19:54:07,590 - INFO - Thư mục L24_V030 đã xử lý, bỏ qua.
2025-04-19 19:54:07,590 - INFO - Thư mục L24_V032 đã xử lý, bỏ qua.
2025-04-19 19:54:07,590 - INFO - Thư mục L24_V035 đã xử lý, bỏ qua.
2025-04-19 19:54:07,590 - INFO - Thư mục L24_V037 đã xử lý, bỏ qua.
2025-04-19 19:54:07,590 - INFO - Thư mục L24_V027 đã xử lý, bỏ qua.
2025-04-19 19:54:07,590 - INFO - Thư mục L24_V028 đã xử lý, bỏ qua.
2025-04-19 19:54:07,590 - INFO - Thư mục L24_V013 đã xử lý, bỏ qua.
2025-04-19 19:54:07,590 - INFO - Thư mục L24_V011 đã xử lý, bỏ qua.
2025-04-19 19:54:07,591 - INFO - Thư mục L24_V018 đã xử lý, bỏ qua.
2025-04-19 19:54:07,591 - INFO - Đang xử lý thư mục chính: Keyframes_L19
2025-04-19 19:54:07,591 - INFO - Thư mục L19_V024 đã xử lý, bỏ qua.
2025-04-19 19:54:07,591 - INFO - Thư mục L19_V019 đã xử lý, bỏ qua.
2025-04-19 19:54:07,591 - INFO - Thư mục L19_V021 đã xử lý, bỏ qua.
2025-04-19 19:54:07,591 - INFO - Thư mục L19_V003 đã xử lý, bỏ qua.
2025-04-19 19:54:07,591 - INFO - Thư mục L19_V008 đã xử lý, bỏ qua.
2025-04-19 19:54:07,591 - INFO - Thư mục L19_V014 đã xử lý, bỏ qua.
2025-04-19 19:54:07,591 - INFO - Thư mục L19_V020 đã xử lý, bỏ qua.
2025-04-19 19:54:07,591 - INFO - Thư mục L19_V018 đã xử lý, bỏ qua.
2025-04-19 19:54:07,591 - INFO - Thư mục L19_V012 đã xử lý, bỏ qua.
2025-04-19 19:54:07,592 - INFO - Thư mục L19_V004 đã xử lý, bỏ qua.
2025-04-19 19:54:07,592 - INFO - Thư mục L19_V023 đã xử lý, bỏ qua.
2025-04-19 19:54:07,592 - INFO - Thư mục L19_V009 đã xử lý, bỏ qua.
2025-04-19 19:54:07,592 - INFO - Thư mục L19_V007 đã xử lý, bỏ qua.
2025-04-19 19:54:07,592 - INFO - Thư mục L19_V029 đã xử lý, bỏ qua.
2025-04-19 19:54:07,592 - INFO - Thư mục L19_V028 đã xử lý, bỏ qua.
2025-04-19 19:54:07,592 - INFO - Thư mục L19_V016 đã xử lý, bỏ qua.
2025-04-19 19:54:07,592 - INFO - Thư mục L19_V006 đã xử lý, bỏ qua.
2025-04-19 19:54:07,592 - INFO - Thư mục L19_V005 đã xử lý, bỏ qua.
2025-04-19 19:54:07,592 - INFO - Thư mục L19_V030 đã xử lý, bỏ qua.
2025-04-19 19:54:07,592 - INFO - Thư mục L19_V017 đã xử lý, bỏ qua.
2025-04-19 19:54:07,592 - INFO - Thư mục L19_V022 đã xử lý, bỏ qua.
2025-04-19 19:54:07,592 - INFO - Thư mục L19_V010 đã xử lý, bỏ qua.
2025-04-19 19:54:07,592 - INFO - Thư mục L19_V013 đã xử lý, bỏ qua.
2025-04-19 19:54:07,593 - INFO - Thư mục L19_V015 đã xử lý, bỏ qua.
2025-04-19 19:54:07,593 - INFO - Thư mục L19_V026 đã xử lý, bỏ qua.
2025-04-19 19:54:07,593 - INFO - Thư mục L19_V011 đã xử lý, bỏ qua.
2025-04-19 19:54:07,593 - INFO - Thư mục L19_V001 đã xử lý, bỏ qua.
2025-04-19 19:54:07,593 - INFO - Thư mục L19_V025 đã xử lý, bỏ qua.
2025-04-19 19:54:07,593 - INFO - Thư mục L19_V027 đã xử lý, bỏ qua.
2025-04-19 19:54:07,593 - INFO - Thư mục L19_V031 đã xử lý, bỏ qua.
2025-04-19 19:54:07,593 - INFO - Đang xử lý thư mục chính: Keyframes_L13
2025-04-19 19:54:07,593 - INFO - Thư mục L13_V030 đã xử lý, bỏ qua.
2025-04-19 19:54:07,593 - INFO - Thư mục L13_V017 đã xử lý, bỏ qua.
2025-04-19 19:54:07,593 - INFO - Thư mục L13_V006 đã xử lý, bỏ qua.
2025-04-19 19:54:07,593 - INFO - Thư mục L13_V021 đã xử lý, bỏ qua.
2025-04-19 19:54:07,594 - INFO - Thư mục L13_V008 đã xử lý, bỏ qua.
2025-04-19 19:54:07,594 - INFO - Thư mục L13_V014 đã xử lý, bỏ qua.
2025-04-19 19:54:07,594 - INFO - Thư mục L13_V009 đã xử lý, bỏ qua.
2025-04-19 19:54:07,594 - INFO - Thư mục L13_V022 đã xử lý, bỏ qua.
2025-04-19 19:54:07,594 - INFO - Thư mục L13_V010 đã xử lý, bỏ qua.
2025-04-19 19:54:07,594 - INFO - Thư mục L13_V027 đã xử lý, bỏ qua.
2025-04-19 19:54:07,594 - INFO - Thư mục L13_V026 đã xử lý, bỏ qua.
2025-04-19 19:54:07,594 - INFO - Thư mục L13_V020 đã xử lý, bỏ qua.
2025-04-19 19:54:07,594 - INFO - Thư mục L13_V024 đã xử lý, bỏ qua.
2025-04-19 19:54:07,594 - INFO - Thư mục L13_V019 đã xử lý, bỏ qua.
2025-04-19 19:54:07,594 - INFO - Thư mục L13_V003 đã xử lý, bỏ qua.
2025-04-19 19:54:07,594 - INFO - Thư mục L13_V001 đã xử lý, bỏ qua.
2025-04-19 19:54:07,594 - INFO - Thư mục L13_V018 đã xử lý, bỏ qua.
2025-04-19 19:54:07,595 - INFO - Thư mục L13_V025 đã xử lý, bỏ qua.
2025-04-19 19:54:07,595 - INFO - Thư mục L13_V007 đã xử lý, bỏ qua.
2025-04-19 19:54:07,595 - INFO - Thư mục L13_V005 đã xử lý, bỏ qua.
2025-04-19 19:54:07,595 - INFO - Thư mục L13_V016 đã xử lý, bỏ qua.
2025-04-19 19:54:07,595 - INFO - Thư mục L13_V015 đã xử lý, bỏ qua.
2025-04-19 19:54:07,595 - INFO - Thư mục L13_V011 đã xử lý, bỏ qua.
2025-04-19 19:54:07,595 - INFO - Thư mục L13_V002 đã xử lý, bỏ qua.
2025-04-19 19:54:07,595 - INFO - Thư mục L13_V004 đã xử lý, bỏ qua.
2025-04-19 19:54:07,595 - INFO - Thư mục L13_V013 đã xử lý, bỏ qua.
2025-04-19 19:54:07,595 - INFO - Thư mục L13_V029 đã xử lý, bỏ qua.
2025-04-19 19:54:07,595 - INFO - Thư mục L13_V012 đã xử lý, bỏ qua.
2025-04-19 19:54:07,595 - INFO - Thư mục L13_V028 đã xử lý, bỏ qua.
2025-04-19 19:54:07,595 - INFO - Thư mục L13_V023 đã xử lý, bỏ qua.
2025-04-19 19:54:07,596 - INFO - Đang xử lý thư mục chính: Keyframes_L22
2025-04-19 19:54:07,596 - INFO - Thư mục L22_V026 đã xử lý, bỏ qua.
2025-04-19 19:54:07,596 - INFO - Thư mục L22_V010 đã xử lý, bỏ qua.
2025-04-19 19:54:07,596 - INFO - Thư mục L22_V015 đã xử lý, bỏ qua.
2025-04-19 19:54:07,596 - INFO - Thư mục L22_V028 đã xử lý, bỏ qua.
2025-04-19 19:54:07,596 - INFO - Thư mục L22_V003 đã xử lý, bỏ qua.
2025-04-19 19:54:07,596 - INFO - Thư mục L22_V011 đã xử lý, bỏ qua.
2025-04-19 19:54:07,596 - INFO - Thư mục L22_V020 đã xử lý, bỏ qua.
2025-04-19 19:54:07,596 - INFO - Thư mục L22_V024 đã xử lý, bỏ qua.
2025-04-19 19:54:07,596 - INFO - Thư mục L22_V018 đã xử lý, bỏ qua.
2025-04-19 19:54:07,596 - INFO - Thư mục L22_V029 đã xử lý, bỏ qua.
2025-04-19 19:54:07,596 - INFO - Thư mục L22_V014 đã xử lý, bỏ qua.
2025-04-19 19:54:07,597 - INFO - Thư mục L22_V017 đã xử lý, bỏ qua.
2025-04-19 19:54:07,597 - INFO - Thư mục L22_V005 đã xử lý, bỏ qua.
2025-04-19 19:54:07,597 - INFO - Thư mục L22_V001 đã xử lý, bỏ qua.
2025-04-19 19:54:07,597 - INFO - Thư mục L22_V027 đã xử lý, bỏ qua.
2025-04-19 19:54:07,597 - INFO - Thư mục L22_V030 đã xử lý, bỏ qua.
2025-04-19 19:54:07,597 - INFO - Thư mục L22_V013 đã xử lý, bỏ qua.
2025-04-19 19:54:07,597 - INFO - Thư mục L22_V004 đã xử lý, bỏ qua.
2025-04-19 19:54:07,597 - INFO - Thư mục L22_V021 đã xử lý, bỏ qua.
2025-04-19 19:54:07,597 - INFO - Thư mục L22_V006 đã xử lý, bỏ qua.
2025-04-19 19:54:07,597 - INFO - Thư mục L22_V007 đã xử lý, bỏ qua.
2025-04-19 19:54:07,597 - INFO - Thư mục L22_V025 đã xử lý, bỏ qua.
2025-04-19 19:54:07,597 - INFO - Thư mục L22_V019 đã xử lý, bỏ qua.
2025-04-19 19:54:07,597 - INFO - Thư mục L22_V031 đã xử lý, bỏ qua.
2025-04-19 19:54:07,597 - INFO - Thư mục L22_V012 đã xử lý, bỏ qua.
2025-04-19 19:54:07,598 - INFO - Thư mục L22_V009 đã xử lý, bỏ qua.
2025-04-19 19:54:07,598 - INFO - Thư mục L22_V008 đã xử lý, bỏ qua.
2025-04-19 19:54:07,598 - INFO - Thư mục L22_V023 đã xử lý, bỏ qua.
2025-04-19 19:54:07,598 - INFO - Thư mục L22_V022 đã xử lý, bỏ qua.
2025-04-19 19:54:07,598 - INFO - Thư mục L22_V002 đã xử lý, bỏ qua.
2025-04-19 19:54:07,598 - INFO - Thư mục L22_V016 đã xử lý, bỏ qua.
2025-04-19 19:54:07,598 - INFO - Đang xử lý thư mục chính: Keyframes_L17
2025-04-19 19:54:07,598 - INFO - Thư mục L17_V021 đã xử lý, bỏ qua.
2025-04-19 19:54:07,598 - INFO - Thư mục L17_V017 đã xử lý, bỏ qua.
2025-04-19 19:54:07,598 - INFO - Thư mục L17_V028 đã xử lý, bỏ qua.
2025-04-19 19:54:07,598 - INFO - Thư mục L17_V006 đã xử lý, bỏ qua.
2025-04-19 19:54:07,599 - INFO - Thư mục L17_V026 đã xử lý, bỏ qua.
2025-04-19 19:54:07,599 - INFO - Thư mục L17_V012 đã xử lý, bỏ qua.
2025-04-19 19:54:07,599 - INFO - Thư mục L17_V018 đã xử lý, bỏ qua.
2025-04-19 19:54:07,599 - INFO - Thư mục L17_V011 đã xử lý, bỏ qua.
2025-04-19 19:54:07,599 - INFO - Thư mục L17_V014 đã xử lý, bỏ qua.
2025-04-19 19:54:07,599 - INFO - Thư mục L17_V009 đã xử lý, bỏ qua.
2025-04-19 19:54:07,599 - INFO - Thư mục L17_V001 đã xử lý, bỏ qua.
2025-04-19 19:54:07,599 - INFO - Thư mục L17_V002 đã xử lý, bỏ qua.
2025-04-19 19:54:07,599 - INFO - Thư mục L17_V016 đã xử lý, bỏ qua.
2025-04-19 19:54:07,599 - INFO - Thư mục L17_V027 đã xử lý, bỏ qua.
2025-04-19 19:54:07,599 - INFO - Thư mục L17_V003 đã xử lý, bỏ qua.
2025-04-19 19:54:07,599 - INFO - Thư mục L17_V020 đã xử lý, bỏ qua.
2025-04-19 19:54:07,599 - INFO - Thư mục L17_V023 đã xử lý, bỏ qua.
2025-04-19 19:54:07,599 - INFO - Thư mục L17_V007 đã xử lý, bỏ qua.
2025-04-19 19:54:07,600 - INFO - Thư mục L17_V024 đã xử lý, bỏ qua.
2025-04-19 19:54:07,600 - INFO - Thư mục L17_V019 đã xử lý, bỏ qua.
2025-04-19 19:54:07,600 - INFO - Thư mục L17_V015 đã xử lý, bỏ qua.
2025-04-19 19:54:07,600 - INFO - Thư mục L17_V022 đã xử lý, bỏ qua.
2025-04-19 19:54:07,600 - INFO - Thư mục L17_V010 đã xử lý, bỏ qua.
2025-04-19 19:54:07,600 - INFO - Thư mục L17_V004 đã xử lý, bỏ qua.
2025-04-19 19:54:07,600 - INFO - Thư mục L17_V013 đã xử lý, bỏ qua.
2025-04-19 19:54:07,600 - INFO - Thư mục L17_V005 đã xử lý, bỏ qua.
2025-04-19 19:54:07,600 - INFO - Thư mục L17_V029 đã xử lý, bỏ qua.
2025-04-19 19:54:07,600 - INFO - Thư mục L17_V025 đã xử lý, bỏ qua.
2025-04-19 19:54:07,600 - INFO - Đang xử lý thư mục chính: Keyframes_L06
2025-04-19 19:54:07,600 - INFO - Thư mục L06_V002 đã xử lý, bỏ qua.
2025-04-19 19:54:07,601 - INFO - Thư mục L06_V009 đã xử lý, bỏ qua.
2025-04-19 19:54:07,601 - INFO - Thư mục L06_V005 đã xử lý, bỏ qua.
2025-04-19 19:54:07,601 - INFO - Thư mục L06_V006 đã xử lý, bỏ qua.
2025-04-19 19:54:07,601 - INFO - Thư mục L06_V003 đã xử lý, bỏ qua.
2025-04-19 19:54:07,601 - INFO - Thư mục L06_V007 đã xử lý, bỏ qua.
2025-04-19 19:54:07,601 - INFO - Thư mục L06_V010 đã xử lý, bỏ qua.
2025-04-19 19:54:07,601 - INFO - Thư mục L06_V013 đã xử lý, bỏ qua.
2025-04-19 19:54:07,601 - INFO - Thư mục L06_V023 đã xử lý, bỏ qua.
2025-04-19 19:54:07,601 - INFO - Thư mục L06_V030 đã xử lý, bỏ qua.
2025-04-19 19:54:07,601 - INFO - Thư mục L06_V020 đã xử lý, bỏ qua.
2025-04-19 19:54:07,601 - INFO - Thư mục L06_V021 đã xử lý, bỏ qua.
2025-04-19 19:54:07,601 - INFO - Thư mục L06_V024 đã xử lý, bỏ qua.
2025-04-19 19:54:07,601 - INFO - Thư mục L06_V019 đã xử lý, bỏ qua.
2025-04-19 19:54:07,601 - INFO - Thư mục L06_V022 đã xử lý, bỏ qua.
2025-04-19 19:54:07,602 - INFO - Thư mục L06_V016 đã xử lý, bỏ qua.
2025-04-19 19:54:07,602 - INFO - Thư mục L06_V028 đã xử lý, bỏ qua.
2025-04-19 19:54:07,602 - INFO - Thư mục L06_V008 đã xử lý, bỏ qua.
2025-04-19 19:54:07,602 - INFO - Thư mục L06_V026 đã xử lý, bỏ qua.
2025-04-19 19:54:07,602 - INFO - Thư mục L06_V015 đã xử lý, bỏ qua.
2025-04-19 19:54:07,602 - INFO - Thư mục L06_V012 đã xử lý, bỏ qua.
2025-04-19 19:54:07,602 - INFO - Thư mục L06_V014 đã xử lý, bỏ qua.
2025-04-19 19:54:07,602 - INFO - Thư mục L06_V004 đã xử lý, bỏ qua.
2025-04-19 19:54:07,602 - INFO - Thư mục L06_V017 đã xử lý, bỏ qua.
2025-04-19 19:54:07,602 - INFO - Thư mục L06_V018 đã xử lý, bỏ qua.
2025-04-19 19:54:07,602 - INFO - Thư mục L06_V025 đã xử lý, bỏ qua.
2025-04-19 19:54:07,602 - INFO - Thư mục L06_V027 đã xử lý, bỏ qua.
2025-04-19 19:54:07,602 - INFO - Thư mục L06_V031 đã xử lý, bỏ qua.
2025-04-19 19:54:07,602 - INFO - Thư mục L06_V001 đã xử lý, bỏ qua.
2025-04-19 19:54:07,603 - INFO - Thư mục L06_V011 đã xử lý, bỏ qua.
2025-04-19 19:54:07,603 - INFO - Thư mục L06_V029 đã xử lý, bỏ qua.
2025-04-19 19:54:07,603 - INFO - Đang xử lý thư mục chính: Keyframes_L07
2025-04-19 19:54:07,603 - INFO - Thư mục L07_V012 đã xử lý, bỏ qua.
2025-04-19 19:54:07,603 - INFO - Thư mục L07_V004 đã xử lý, bỏ qua.
2025-04-19 19:54:07,603 - INFO - Thư mục L07_V017 đã xử lý, bỏ qua.
2025-04-19 19:54:07,603 - INFO - Thư mục L07_V014 đã xử lý, bỏ qua.
2025-04-19 19:54:07,603 - INFO - Thư mục L07_V001 đã xử lý, bỏ qua.
2025-04-19 19:54:07,603 - INFO - Thư mục L07_V024 đã xử lý, bỏ qua.
2025-04-19 19:54:07,603 - INFO - Thư mục L07_V021 đã xử lý, bỏ qua.
2025-04-19 19:54:07,603 - INFO - Thư mục L07_V013 đã xử lý, bỏ qua.
2025-04-19 19:54:07,603 - INFO - Thư mục L07_V022 đã xử lý, bỏ qua.
2025-04-19 19:54:07,604 - INFO - Thư mục L07_V002 đã xử lý, bỏ qua.
2025-04-19 19:54:07,604 - INFO - Thư mục L07_V025 đã xử lý, bỏ qua.
2025-04-19 19:54:07,604 - INFO - Thư mục L07_V011 đã xử lý, bỏ qua.
2025-04-19 19:54:07,604 - INFO - Thư mục L07_V006 đã xử lý, bỏ qua.
2025-04-19 19:54:07,604 - INFO - Thư mục L07_V027 đã xử lý, bỏ qua.
2025-04-19 19:54:07,604 - INFO - Thư mục L07_V008 đã xử lý, bỏ qua.
2025-04-19 19:54:07,604 - INFO - Thư mục L07_V019 đã xử lý, bỏ qua.
2025-04-19 19:54:07,604 - INFO - Thư mục L07_V026 đã xử lý, bỏ qua.
2025-04-19 19:54:07,604 - INFO - Thư mục L07_V016 đã xử lý, bỏ qua.
2025-04-19 19:54:07,604 - INFO - Thư mục L07_V020 đã xử lý, bỏ qua.
2025-04-19 19:54:07,604 - INFO - Thư mục L07_V007 đã xử lý, bỏ qua.
2025-04-19 19:54:07,604 - INFO - Thư mục L07_V029 đã xử lý, bỏ qua.
2025-04-19 19:54:07,604 - INFO - Thư mục L07_V028 đã xử lý, bỏ qua.
2025-04-19 19:54:07,604 - INFO - Thư mục L07_V030 đã xử lý, bỏ qua.
2025-04-19 19:54:07,605 - INFO - Thư mục L07_V009 đã xử lý, bỏ qua.
2025-04-19 19:54:07,605 - INFO - Thư mục L07_V031 đã xử lý, bỏ qua.
2025-04-19 19:54:07,605 - INFO - Thư mục L07_V005 đã xử lý, bỏ qua.
2025-04-19 19:54:07,605 - INFO - Thư mục L07_V018 đã xử lý, bỏ qua.
2025-04-19 19:54:07,605 - INFO - Thư mục L07_V023 đã xử lý, bỏ qua.
2025-04-19 19:54:07,605 - INFO - Thư mục L07_V010 đã xử lý, bỏ qua.
2025-04-19 19:54:07,605 - INFO - Thư mục L07_V015 đã xử lý, bỏ qua.
2025-04-19 19:54:07,605 - INFO - Thư mục L07_V003 đã xử lý, bỏ qua.
2025-04-19 19:54:07,605 - INFO - Đang xử lý thư mục chính: Keyframes_L11
2025-04-19 19:54:07,605 - INFO - Thư mục L11_V024 đã xử lý, bỏ qua.
2025-04-19 19:54:07,605 - INFO - Thư mục L11_V012 đã xử lý, bỏ qua.
2025-04-19 19:54:07,605 - INFO - Thư mục L11_V027 đã xử lý, bỏ qua.
2025-04-19 19:54:07,606 - INFO - Thư mục L11_V019 đã xử lý, bỏ qua.
2025-04-19 19:54:07,606 - INFO - Thư mục L11_V009 đã xử lý, bỏ qua.
2025-04-19 19:54:07,606 - INFO - Thư mục L11_V025 đã xử lý, bỏ qua.
